source_id,b_mag,g_mag,r_mag,teff,d_parallax,d_gspphot,b_r_abs,g_abs
8044474553216,15.464661,14.947446,14.277565,4806.234,606.433553846594,593.2819,1.1495960000000003,5.96242988642425
8044474739968,18.66755,17.710104,16.746132,3556.853,725.8838146394359,578.3936,1.8918179999999991,8.352468435748678
8250632981888,17.412607,17.166658,16.49932,5562.0205,1361.6105924910214,1676.3934,0.9090870000000004,6.488893393515026
8418136080384,19.452847,17.991674,16.824305,3445.8342,552.2215901182994,455.4726,2.2610419999999993,8.695407089118117
8727373730048,18.794353,18.01602,17.19503,3995.1091,905.2078784375173,741.6516,1.5982230000000017,8.230278374188348
8766029055104,15.054141,14.691891,14.157354,5644.352,1186.4150646513174,1526.9834,0.8017869999999998,4.145207737185116
8834748568832,18.138699,17.006292,15.984501,3946.873,427.65136028478355,614.68,1.7554979999999991,8.1380427110863
9174050151040,18.383474,17.252138,16.211985,3779.9001,535.4105404406101,741.8002,1.8964890000000012,8.133703416304504
9281425163264,10.946025,10.64289,10.176743,5908.665,263.13690911956644,257.1194,0.7372820000000004,3.4824811548068233
9689446227072,17.487335,16.613949,15.679754,4201.7227,668.2550922426783,653.9099,1.4970810000000008,6.910437615723049
9723805965952,16.911797,16.548462,16.015062,5375.471,2522.2898346200222,1928.8463,0.8911349999999996,4.529187052050531
10140418622208,15.891613,15.405849,14.740904,5135.111,2664.3343140922593,1517.741,0.980708999999999,2.960905409415549
11029476024064,16.764088,16.37695,15.803046,5209.2954,1903.8064059937128,929.2861,0.9440420000000008,4.9477360809218816
11205570510720,17.943514,16.955458,15.949937,4055.0212,545.5735419728687,499.588,1.6785770000000002,7.700291496503148
11510512362368,19.442833,17.598793,16.324066,3176.7964,163.41587938650386,168.7487,2.821067000000002,11.105321723263428
11755326322560,18.288336,17.106558,16.026354,3677.1086,361.6825855849807,343.9037,1.9840819999999997,8.843120006460328
12545600306304,12.620842,12.194942,11.601145,5249.5933,230.95512051482402,229.9464,0.959996999999999,5.264904022755491
12751758735104,17.084002,16.563858,15.898994,4713.445,1193.6453184658485,1212.8085,1.1725080000000017,6.156081504710492
13125420068480,18.444056,17.419203,16.437883,4124.1055,647.7215706100413,862.7206,1.6253730000000004,7.662061198527642
13164075594240,16.566734,16.10833,15.488724,5014.7295,1234.2682717720368,1173.1307,1.0295100000000008,5.56058217441684
13301514552192,11.023005,10.789548,10.404718,6623.5117,317.65432307318974,322.0778,0.5632869999999986,3.1775741490848777
13473313244288,11.437566,11.142178,10.681283,6107.546,390.32086619789834,363.6878,0.6736829999999998,3.0321691555540937
13610752197248,16.676216,16.196495,15.563264,5039.571,1067.5051100338658,874.0248,1.028152,5.896245186881444
13640816315008,17.138115,16.766909,16.17979,5157.9565,1914.2526632283173,1100.669,0.9527249999999985,5.346612700079461
13645111935488,18.436539,17.334358,16.289434,3735.8596,495.8529165768651,459.7645,1.8653049999999998,8.361793639645917
13743895527936,20.040316,18.71046,17.598186,3289.9443,526.8865478449904,353.9175,2.4360300000000024,10.091874447174675
13778255268992,17.25795,16.716763,16.026224,4771.864,1088.8240362401982,868.4661,1.140726000000002,6.3623745023444105
13812615008896,19.443983,18.507069,17.459433,3459.098,957.7532499929404,582.0484,1.9722499999999987,8.579800828143869
13816910627200,17.807318,17.208853,16.488983,4399.705,1629.504210310519,1876.0901,1.3175349999999977,6.147175565339804
14057428795648,18.07908,17.368435,16.544136,4222.724,1337.1666571194492,1263.694,1.5305439999999995,6.729207306409812
14190572136192,19.208344,18.005928,16.909037,3447.3462,367.705632681833,336.3014,2.090206999999999,9.823926586800617
14263587225600,15.317138,14.464003,13.560369,4313.4473,241.5855805343566,248.6507,1.4749690000000002,7.020047954584937
14401026146688,15.3513365,14.904602,14.28358,5172.659,814.9242138878644,794.5714,0.9785564999999998,5.181815888942438
14431090271232,14.250803,13.908032,13.397135,5895.3096,655.1913515511525,626.2321,0.754067999999999,4.641691219229648
14572824839168,15.920831,15.552508,15.01154,5628.6826,1200.5260537381605,961.5205,0.8105909999999996,4.973650052370727
15255724031744,18.295393,17.70998,16.96727,4422.7446,1716.5665985768148,956.9501,1.3232230000000016,6.527476711749479
15530601898496,12.994234,12.529439,11.852798,5072.952,217.6083589965113,218.3351,1.0274360000000005,5.626561130431481
15637976759168,13.50564,13.135885,12.597779,5741.219,755.1499633719202,726.2313,0.7887610000000005,3.523718971670924
15736760367616,19.160814,18.349968,17.1518,3394.183,779.4127566931413,474.4997,1.952613999999997,8.794530451812742
16011638278016,18.134117,17.438854,16.64198,4181.4453,957.8537976391128,968.3179,1.4877369999999996,7.524057872791568
16011638278912,18.262367,16.829012,15.659667,3441.622,164.61648170320422,163.597,2.2930000000000006,10.250645422945283
16222092310144,16.345798,15.497901,14.593523,4326.2393,353.19573411452274,399.1244,1.4498749999999991,7.189423752280264
16355235668608,18.426327,17.238367,16.16518,3624.5466,420.69441962037104,396.6215,1.975247000000001,8.63153324362495
16355235668864,19.659811,18.325432,17.194002,3258.8108,354.7489858418195,281.8595,2.423209,10.507626187159786
16428250739584,16.455713,15.956645,15.302391,4903.4814,1191.2845516117402,1091.7456,1.1108219999999993,5.4958674502079194
16531329957376,10.359525,10.0337925,9.538733,5654.773,117.13455838736924,116.4876,0.8202919999999991,4.689467277297137
16733192740608,10.204026,9.925234,9.4804735,5956.61,182.68491890200153,181.5172,0.7230525000000003,3.6158205163292347
16870631694208,10.965343,10.629925,10.127127,6014.3394,475.8919695471229,470.2618,0.7015160000000009,1.988383118271365
16973710962944,17.813059,17.310637,16.661827,4753.3735,1658.9887792545792,1080.6475,1.1468320000000003,6.203219756810984
17149805245440,12.529331,12.165601,11.627526,5795.8906,601.9863678601702,584.5281,0.7712050000000013,3.024667716718671
17390323414400,16.025179,15.190617,14.2603035,4168.496,499.0246915805101,471.6426,1.5378755000000022,6.277006825471576
17665201300224,16.937319,16.321474,15.570453,4461.744,943.6671683456725,805.5246,1.3529659999999981,6.42107977235899
17832704281088,20.184513,18.812529,17.621027,3390.7488,588.4432979639489,1238.6373,2.3384859999999974,9.629805895774568
17867064019200,20.064999,18.856089,17.728134,3218.0244,522.835354026269,342.9973,2.3188649999999997,10.235964265945313
17867064019328,17.900145,17.421501,16.814388,4867.2964,2136.253408348579,1284.6678,1.0717569999999974,5.747337156813494
18283676587776,18.55625,17.296766,16.19655,3611.8064,456.25554802330385,389.4684,2.1158,8.599025207622477
18661633709184,17.04472,16.58088,15.948167,4823.0044,1520.3230504716619,1410.2057,1.0932530000000018,5.665100599321436
18799072665856,19.27261,18.303305,17.36897,3580.6018,765.5180595149793,564.6804,1.9004399999999992,8.877627796512561
18829136694400,19.54248,18.81348,17.971243,3918.9067,984.2125519917766,766.1794,1.568837,8.843635502819359
18833432403968,17.36395,16.850706,16.17147,4620.1206,1149.920764350705,972.1176,1.1891799999999997,6.541266419061516
19211389524736,16.193668,15.887926,15.417393,6150.834,2707.5044947037654,1611.347,0.6714749999999983,3.531680068668475
19275813400064,19.787241,18.628433,17.55201,3442.0928,806.3054709721303,519.3972,2.1378310000000025,8.931134967002581
19451907692160,15.6186,15.268296,14.747435,5430.8413,1588.22086524505,1342.7208,0.8678650000000013,4.2576415136778465
19520627169536,15.561551,15.119571,14.410964,5377.4014,1231.7541313192116,3084.641,0.9285869999999998,4.25255086210664
19726785598208,16.255548,15.265607,14.281137,3996.9453,220.87686222573763,219.198,1.7279110000000018,8.099655879537892
20890721109504,20.25088,18.768126,17.581322,3180.892,259.635019159257,236.9006,2.5847579999999986,11.565909654852902
21307333561344,16.79106,16.397844,15.829385,5146.9985,1743.1652177792841,1498.3628,0.9597750000000014,5.187651241818497
21337397716352,20.50162,18.69972,17.45008,3133.1606,280.3435839130197,254.8322,2.9758399999999994,11.353766894689514
21788369897216,14.691997,14.346959,13.829691,5866.328,795.6250918604998,763.6172,0.7563060000000003,4.6477166442996065
21788369897344,13.356497,12.96874,12.414181,5632.039,458.9011621409023,444.366,0.8285159999999999,4.4472442123902685
22127671579520,20.321228,18.80459,17.595512,3205.3545,392.8008113771719,339.7737,2.716316000000002,10.820028118984192
22471268964352,19.826902,18.492502,17.55735,3347.668,508.60618669100853,415.6326,2.2606520000000008,9.945193806827657
22814866348800,19.253035,18.244738,17.189337,3455.006,716.9015948971207,487.0197,1.9950980000000023,8.850740267171172
22990960742656,14.929481,14.405825,13.7200575,4943.468,522.4444695918837,513.6109,1.0837234999999998,5.578424318729963
23025320481152,16.684546,16.331987,15.790837,5414.049,2525.573579835345,1784.2523,0.8901090000000011,4.313586871353145
23300197765248,19.992672,18.547283,17.299257,3081.4863,192.615936120218,176.0984,2.682914999999998,12.108821921395899
23609436034944,17.010048,16.60363,16.03058,5183.732,1821.4253043339834,1226.3589,0.9707680000000006,5.285473171192773
23746874987008,17.021746,16.538525,15.889044,4970.119,1387.4549076899334,962.0221,1.0473020000000002,5.667830612772967
23811298882176,17.77436,16.890995,15.975449,4256.077,706.9512570321878,640.4408,1.5490110000000021,7.180147644818266
24090472369920,18.091183,17.415257,16.634459,4495.81,1235.1396031526965,1288.9913,1.3687240000000012,6.7894767648458
24124832108544,17.474384,16.699455,15.835125,4095.7148,583.7082060392105,537.0109,1.5615590000000008,7.7234760056738345
24434069751808,18.527056,17.689728,16.793245,3905.0225,947.6387796978648,675.7363,1.6515110000000028,7.655013875963206
24434069751936,14.170686,13.81266,13.288576,5502.1646,887.3711492465538,846.9181,0.8438099999999991,4.001333477188513
25220048169856,19.272661,17.751997,16.544226,3358.0437,373.40470772450374,315.1315,2.454835000000001,9.486598054780366
25361782720768,15.915678,14.897777,13.898511,3925.097,194.5152856806097,192.7184,1.7671670000000006,8.006308323210737
25632365026176,16.894054,16.540918,16.025661,5449.866,2867.903224829577,1304.7023,0.863793000000001,4.2445955384375225
26048977453312,17.49498,16.905231,16.17535,4457.8315,1072.1021403422783,1222.014,1.3148300000000002,6.744950184811861
26736172221312,16.795258,16.030119,15.117208,4111.911,606.9131352673552,411.5172,1.5813500000000007,6.935086315411407
26834955821312,10.277604,10.0179405,9.595257,6104.579,167.96013431601034,167.0628,0.681447,3.8902094336654063
27148489078656,15.72937,15.099422,14.337274,4595.4043,439.1343014425468,425.4236,1.2550959999999987,6.626435190868479
27281632467968,17.267754,16.907125,16.37496,5352.47,2347.666096168054,1308.6512,0.8895939999999986,5.048043359318957
27522150631936,16.960712,16.394306,15.697735,4572.7627,1206.1139330628775,1170.2356,1.259377000000001,5.9805643276318925
28076202014720,16.612627,16.215115,15.639027,5129.0903,1576.494607635115,1132.7129,0.9722999999999994,5.224152552040957
28248000706176,16.161688,15.637931,14.960652,4788.102,780.6240080043277,817.2038,1.141536000000002,6.063921480855033
28935195662720,18.077803,17.384813,16.607151,4208.283,1230.2597731219776,1454.9562,1.4689519999999976,6.931628881332905
28965259659392,19.016872,17.751652,16.66494,3630.79,668.7910954138681,492.3853,2.091431999999998,8.194499589615276
29038274687488,17.740667,16.773876,15.804584,4117.9834,632.8175463922116,520.0332,1.6637829999999982,7.272483437409134
29137058351104,19.99587,18.94077,17.849451,3333.3638,605.4892058255463,417.1788,2.1397190000000017,10.01913797352279
29622390238720,15.272832,14.526101,13.666355,4408.6074,282.1027830028377,271.9241,1.402177,6.886764147088931
29652454445824,18.151184,17.711603,17.090889,4875.986,1753.1758261926466,1344.1656,1.059095,6.490275631407755
29686814164736,18.120687,17.197649,16.14636,3488.3167,651.569816328927,556.92,1.9363269999999988,8.058944211945104
30034707100800,14.418302,14.038215,13.496894,5652.1226,980.741824274093,933.5562,0.8140080000000014,3.880441517890917
30103426576768,18.77412,17.436941,16.301657,3554.415,354.96792045487757,346.2048,2.1886630000000014,9.224595468512518
30343944744320,9.873377,9.899,9.918395,12291.837,892.7462398657202,913.4706,-0.16661800000000065,-0.08214014837613881
30374008950912,18.728212,17.663551,16.643433,3850.5447,540.4327501008447,466.2675,1.7556789999999975,8.41074270353215
30683246603520,19.295774,18.046072,16.953081,3657.9573,660.6624379214009,477.244,2.0907930000000006,8.516273921892985
31026843960448,20.072243,18.939943,17.983677,3395.3423,823.3358074796149,491.8582,2.083266,9.35255798195709
31233002391168,20.036959,18.471264,17.33181,3295.5806,361.7337906078765,325.2471,2.5813489999999986,10.491318603149344
31267362132736,19.833897,18.584211,17.554274,3413.0457,769.2661281201847,425.6563,2.261823000000001,9.123527948719556
31271657683200,19.701399,18.696404,17.647745,3452.3762,747.257157784276,518.3738,2.046753999999998,9.31675358136763
31370441347968,19.205761,18.288242,17.344318,3597.4558,1250.5437116910518,694.2415,1.8564429999999978,7.793547616370974
31748398476672,16.389004,15.90693,15.271237,4825.55,1094.1492429352406,1014.8593,1.1154670000000007,5.707247179032139
31817117956096,20.143854,18.768148,17.63851,3329.035,545.6385134521404,376.1031,2.498244000000001,10.072522914728674
31890132975360,15.670678,15.20826,14.584264,5146.8403,833.8947821192304,688.61,1.0292140000000014,5.494603718200667
31924492713344,17.139511,16.730787,16.144049,5054.924,2536.1402010181814,1750.6165,0.9910619999999999,4.701820708909086
31958852451968,17.129408,15.489061,14.23053,3432.2825,114.68182251958468,115.0001,2.4321780000000017,9.490788069388602
32538672468992,15.973346,15.330818,14.562891,4601.665,511.1223886371674,515.0031,1.3124549999999988,6.601593476376012
32611687478272,16.564466,16.11808,15.504283,5115.716,1176.7925768201433,874.8486,0.9879830000000003,5.630480398956243
