source_id,b_mag,g_mag,r_mag,teff,d_parallax,d_gspphot,ebv_gspphot,b_r_abs,g_abs,logg_gspphot
155546535643392,19.019804,17.96407,16.947893,3825.1946,867.7490535943014,710.3586,0.2489,1.8230110000000002,7.831599256585815,4.6529
155619550663168,16.098919,15.72543,15.187513,5306.355,1217.7138576354112,1003.918,0.002,0.9094059999999995,5.294003758226417,4.5309
155958852505472,19.120739,18.058254,17.09408,3716.4512,946.5277424322572,573.8588,0.1223,1.9043589999999986,7.957287262390649,4.841
156130651193472,20.011738,18.742514,17.611296,3251.5518,395.1171770847096,301.3283,0.0132,2.387242000000002,10.737784448265149,4.7362
156306745454592,14.093225,13.726959,13.192068,5796.069,620.9256617145498,567.6763,0.1336,0.7675569999999996,4.514360955958308,4.3683
156955284920704,17.178284,16.715317,16.081442,4891.356,1611.7408616694534,900.2925,0.0105,1.0863420000000024,5.659340917474406,4.7626
157779918646272,17.814352,17.284565,16.592089,4601.824,1264.6405477281794,1055.744,0.0069,1.2153629999999982,6.761829488336396,4.7121
157921653157248,14.097911,13.659775,13.061961,5113.1357,474.76351878336095,460.5291,0.0185,1.0174499999999997,5.242588299890738,4.4079
158226595256448,16.505852,16.19413,15.689437,5606.761,2175.618875058627,1246.3375,0.0086,0.807815000000001,4.490315910117559,4.6089
158364034415872,18.18939,16.966223,15.874565,3699.4988,376.1405750675655,374.4843,0.3299,1.984924999999999,8.529172078999716,4.6639
158398394154112,18.096432,16.908178,15.832821,3677.7607,386.7864032998819,372.311,0.302,1.9616110000000009,8.453222005360132,4.6151
158604552584832,18.910276,17.344841,16.141886,3362.2383,247.73389740713384,232.1979,0.383,2.38539,9.776013824364812,4.6222
158677567387008,16.470034,15.992417,15.357496,4892.065,1211.07369390727,987.274,0.0114,1.1011379999999988,5.554964146037388,4.5153
159261682936320,18.310507,17.13126,16.011309,3493.7114,417.55215005402124,375.4988,0.2615,2.0376980000000007,8.57470637855105,4.4218
159536560845312,20.562286,18.874472,17.614815,3073.399,229.19216497299013,219.3672,0.0145,2.932971,12.053173164918459,5.079
160116381076224,19.215332,18.345821,17.443747,3810.086,1164.663642774447,679.7859,0.0254,1.7461850000000017,7.9677184082919545,4.9025
160361194563584,18.558939,17.282503,16.17842,3521.1846,248.25459839557686,248.096,0.2446,2.1359189999999995,9.904816491819927,4.8902
160464273778048,15.946839,15.6332035,15.140284,5914.692,2443.868625532084,2555.28,0.0877,0.7188550000000012,3.531814220338914,3.8913
160532993254400,16.865261,16.171186,15.368608,4437.9604,655.3143310243134,606.455,0.0901,1.4065530000000002,6.918637671918344,4.6247
160769215831296,13.143725,12.863879,12.420862,6237.5513,662.9597868019125,651.3286,0.0798,0.6430630000000003,3.608843069135162,4.2245
160803575843200,19.023418,17.953098,16.915804,3761.423,566.726491817659,464.238,0.2417,1.865913999999998,8.758130428222621,4.8862
161147172984576,19.335945,18.360361,17.332567,3528.6677,715.1548409014903,471.7377,0.0348,1.968577999999998,9.027460586318645,4.6093
161181532725504,17.810236,17.29695,16.636417,4684.3545,1414.5072184908356,1218.8496,0.0004,1.1734189999999982,6.543224159583065,4.6909
161220188019200,14.1827755,13.601198,12.879749,4897.141,3667.875053317846,2081.6309,0.2044,1.0986264999999997,0.3925253352647591,3.027
161490770376704,17.085344,16.423307,15.635612,4297.274,883.4869686871534,910.2267,0.0082,1.4415319999999991,6.676806259473121,4.4351
161628209565568,16.880087,16.351248,15.659867,4662.2983,1098.8202514972556,996.9709,0.0377,1.1825199999999993,6.076214725177744,4.4854
161731288782336,20.218672,18.931522,17.779158,3260.831,661.2359981330034,405.5753,0.0059,2.4336140000000026,9.82053955586474,4.6612
161903087475072,20.139711,18.753048,17.600063,3241.142,663.6767353056377,360.5548,0.1502,2.389448,9.397765029805997,4.6869
162732016513920,13.127803,12.884773,12.475733,6364.8364,771.6933734698264,756.4926,0.0413,0.6107700000000001,3.3714491451014332,4.0853
162800735990528,17.65566,16.81788,15.904805,4198.285,658.4076816025982,598.4434,0.2333,1.5175550000000013,7.289905554393879,4.6741
162835095728512,16.870764,16.454456,15.887891,5183.0034,1684.6163242259202,1097.6428,0.0066,0.9762730000000014,5.309750976174179,4.6624
163071318576512,16.499853,16.13633,15.5597105,5187.5493,1595.4470376048407,1424.0973,0.0027,0.9374425000000021,5.117018040265975,4.3829
163281772324992,17.778385,16.870165,15.936587,4233.843,633.6386620307823,585.1468,0.2763,1.5654980000000007,7.349156658715545,4.674
163689793862144,13.443743,13.110829,12.610789,6042.7314,819.0331706135463,800.0075,0.1093,0.7236539999999991,3.3412215453938483,4.112
163831528140928,17.157063,16.65391,15.99008,4804.8965,1206.4157459891633,913.7685,0.0539,1.113083,6.145325015397127,4.6894
163934607355648,17.551462,16.946104,16.219643,4592.2793,1242.1526288689633,1219.5752,0.0337,1.2981189999999994,6.411229185841549,4.5282
164243844999936,18.337204,17.22517,16.194426,3811.837,575.0330652300747,466.576,0.2782,1.8645779999999998,7.939205910168415,4.7143
164415643690240,15.011978,14.676593,14.169125,5859.839,1318.8598984590756,1597.7124,0.1067,0.7361529999999998,3.8790996839732266,3.9112
164690521597056,15.754585,15.404855,14.881024,5838.684,1877.235836721336,1289.3359,0.1268,0.7467610000000005,3.802660818159188,4.3451
164931039765120,19.220638,17.728193,16.553982,3425.7634,302.1173730425485,289.2481,0.3316,2.335056,9.792614501081907,4.7994
164965399502464,16.921492,16.380419,15.6859255,4559.207,1047.8421678200652,1109.4283,0.0032,1.2323665000000008,6.2728396421380275,4.4019
165240277409280,20.0414,18.739145,17.610441,3374.4333,802.5730761424913,653.4032,0.0766,2.354358999999998,9.096822068007633,4.5612
165274637148288,18.319527,17.574203,16.776764,4337.6045,1199.0212419237423,1126.2456,0.0416,1.5011630000000007,7.101868614244923,4.6329
165308996885888,15.768117,15.404149,14.870298,5398.817,1944.6566184106875,1509.145,0.0243,0.8735190000000002,3.9152343698790286,4.228
165480795576960,17.930159,17.190907,16.368511,4309.71,602.868110844853,1083.0682,0.1227,1.4389479999999981,8.058495439276573,4.5178
165545219907712,20.531036,18.999079,17.809237,3267.1978,484.48530909169654,745.3094,0.0454,2.676399000000001,10.50647593699943,4.5716
165854457398272,17.527128,16.888628,16.134172,4297.9746,996.4976154758139,979.9411,0.0073,1.3856560000000016,6.882646680938567,4.5045
166167990344576,19.164993,17.644234,16.464714,3380.1626,219.52574278335086,213.6851,0.2878,2.4124789999999985,10.48460672350516,4.9743
166339789036800,17.146059,16.415016,15.589997,4358.9834,636.914317959554,734.469,0.15,1.4060620000000008,7.110510939894727,4.5559
166782170338560,19.721943,18.34742,17.199768,3545.2908,635.7635496964481,493.8637,0.322,2.2001750000000007,8.802541875810883,4.7627
166855185111424,14.586558,14.148634,13.545666,5063.014,776.6777046355381,726.4844,0.0256,1.0152919999999994,4.649629807771381,4.2416
167091407990272,19.423359,18.05712,16.942635,3552.3162,480.3430741750936,400.323,0.3137,2.1670240000000023,9.133662333953094,4.8574
167606803814144,17.863192,17.192827,16.427305,4308.0493,1067.3953865552346,1431.4259,0.0052,1.430687000000001,7.041500393075005,4.3721
168225279341056,18.340435,17.925865,17.361229,5129.093,1714.7315493838041,1766.8892,0.001,0.9782059999999978,6.752984307397423,4.7855
168465797513344,20.182083,18.884563,17.65911,3248.3743,490.9948591340819,352.0844,0.0014,2.5215730000000005,10.427078275244513,4.9939
168573172029312,17.533619,16.881062,16.09941,4381.002,953.6409143811468,1195.1643,0.037,1.3972090000000028,6.91433762259981,4.415
168848049440000,18.178915,17.376787,16.491667,4030.0413,826.2666310901931,658.8812,0.0949,1.5923480000000003,7.616285929706958,4.7116
169260366794496,16.733418,15.983566,15.145261,4369.9355,537.4606669971471,490.8084,0.1831,1.4050570000000007,6.985432566188674,4.6618
169427869957504,19.62665,18.657953,17.648582,3431.3914,636.0061446643092,426.2896,0.0075,1.9705680000000003,9.627846442348249,4.6152
169634028387840,20.13188,18.920275,17.83315,3267.7502,567.4742856592569,381.4602,0.0068,2.291929999999999,10.139244065822297,4.8174
169771467347072,18.815737,17.504025,16.408543,3577.741,247.9263664400732,237.1745,0.3114,2.095793999999997,10.00361142242298,4.9884
169771467347328,19.908976,18.551754,17.374872,3458.813,509.9596276236621,1035.9735,0.1797,2.3544039999999993,9.736775023375912,4.3046
169810122607488,16.398176,15.948116,15.322943,4892.468,1229.325891939389,1084.489,0.0031,1.072132999999999,5.493880856075286,4.4491
169981921298176,17.321716,16.552696,15.70747,4280.1357,890.861135291881,708.995,0.1546,1.4596459999999978,6.51224593591299,4.557
170050640938752,17.039856,16.571829,15.94479,4903.6836,1416.4759899601622,1344.0004,0.002,1.093066000000001,5.812082913046302,4.4986
170497317375104,16.459888,16.15177,15.682267,5772.168,2190.0546438922806,1566.2151,0.0049,0.7727209999999999,4.440495244875155,4.5078
170733540027904,18.709257,17.880081,17.01862,3845.6035,1309.5061070177044,676.4344,0.0008,1.6898370000000025,7.293043359283072,4.7781
170870978984576,18.197805,17.188683,16.185146,3604.4182,555.2004249343469,431.821,0.1962,1.8164589999999994,8.109934050783195,4.4176
170909634234752,19.094538,17.671738,16.529135,3518.7903,421.7912396736407,372.5351,0.2965,2.268903,9.064150222566667,4.7348
170974058197504,18.399403,17.237446,16.116486,3686.6187,513.7846405721926,373.3949,0.3135,1.9694170000000013,8.15244041485252,4.7526
171145856895616,18.542416,17.457155,16.4065,3599.0835,583.6817087862685,438.0675,0.201,1.934915999999998,8.277774581227675,4.4458
171184512139904,18.424513,17.337461,16.307245,3750.289,578.9909648310629,488.1552,0.263,1.8542679999999994,8.061402066981374,4.6301
171489454517888,19.530066,18.093548,16.939535,3318.2424,284.46935288714104,255.8608,0.1914,2.3991310000000023,10.514870575851408,4.6385
171867411616896,18.88071,17.639421,16.413713,3434.8572,406.34539017798,361.9919,0.3379,2.1290969999999994,9.01834431388111,4.5122
171906066650112,16.277197,15.617235,14.832694,4364.4214,501.64611387614565,514.0803,0.0866,1.357903000000001,6.952047738862889,4.5409
171970490835200,19.896557,18.372976,17.18104,3466.5764,439.50422529002606,846.96,0.344,2.371517000000002,9.624260726826794,4.3232
172043505602816,14.890402,14.4383335,13.825959,4956.2285,654.9281642098993,628.2885,0.0034,1.0610430000000006,5.35096516491247,4.3911
172245368747008,18.819782,17.713837,16.674467,3472.7478,645.2174377066402,493.5793,0.1216,2.023715,8.452506519206496,4.4304
172554606397824,17.567232,16.986822,16.288662,4550.1353,1128.307222393712,925.3011,0.0185,1.260070000000002,6.689885159459433,4.7075
172657685603456,19.239576,18.391731,17.48275,3699.511,895.4674266944028,625.8011,0.0063,1.7505260000000002,8.619682036591042,4.5799
172799419847040,17.087978,16.246754,15.338249,4278.0264,737.3658896865192,633.8698,0.2216,1.5281290000000003,6.495338782954901,4.4809
172971218539264,16.662529,16.120495,15.444024,4692.4185,1287.675893314894,1706.9082,0.0153,1.2032049999999985,5.5425621734590305,4.1834
173211736706432,14.697957,14.091311,13.350565,4635.145,356.6305984915667,361.2267,0.1165,1.230892000000001,6.1090179879970155,4.4765
