# wave is rest wavelength in Angstroms
# flux in 1e-18 erg s^-1 cm^-2 Angstrom^-1
wave,flux
6.438494022930100982e+03,6.529142243235507188e-03
6.441342486036456648e+03,2.263163330540016172e-02
6.444190949142813224e+03,4.192468565639081990e-02
6.447039412249168890e+03,2.013852428934746058e-02
6.449887875355526376e+03,2.608060005404434778e-02
6.452736338461882951e+03,2.710126951032604953e-02
6.455584801568238618e+03,4.119253238896879166e-02
6.458433264674596103e+03,1.656003088465405129e-02
6.461281727780952679e+03,1.857241942404966317e-02
6.464130190887308345e+03,1.777015633893062191e-02
6.466978653993664921e+03,4.289515434212765738e-02
6.469827117100020587e+03,3.399898874799232168e-02
6.472675580206378072e+03,3.710992806121395093e-02
6.475524043312734648e+03,2.462380753947589901e-02
6.478372506419090314e+03,3.915148502785926327e-02
6.481220969525447799e+03,4.222725311379251639e-02
6.484069432631803465e+03,4.344404833512669623e-02
6.486917895738160041e+03,2.642358620091095692e-02
6.489766358844516617e+03,3.780149812659908126e-02
6.492614821950873193e+03,2.454066134880267605e-02
6.495463285057230678e+03,8.246222773892865690e-03
6.498311748163585435e+03,1.084152303452565885e-02
6.501160211269942010e+03,4.030612419009870460e-03
6.504008674376299496e+03,1.315482430497408664e-02
6.506857137482655162e+03,5.592693576297926711e-02
6.509705600589011738e+03,6.237215293793899745e-02
6.512554063695367404e+03,2.695840366211929226e-02
6.515402526801724889e+03,2.168230564231001314e-02
6.518250989908082374e+03,3.781038988665712253e-02
6.521099453014437131e+03,5.978328047599454353e-02
6.523947916120793707e+03,5.338970903290420761e-02
6.526796379227151192e+03,7.023467686173334723e-02
6.529644842333507768e+03,5.755913162345659834e-02
6.532493305439863434e+03,6.730223198982880628e-02
6.535341768546219100e+03,3.287964742729391349e-02
6.538190231652576585e+03,2.844709860574680046e-02
6.541038694758934071e+03,4.372184099954137121e-02
6.543887157865288827e+03,3.431726967222501617e-02
6.546735620971645403e+03,6.439491166015605395e-02
6.549584084078001979e+03,6.004077958032313922e-02
6.552432547184359464e+03,6.679151714379670535e-02
6.555281010290715130e+03,4.636918009933595902e-02
6.558129473397070797e+03,4.026999622779179472e-02
6.560977936503428282e+03,2.492265867318432526e-01
6.563826399609785767e+03,7.423790854380175608e-01
6.566674862716140524e+03,5.386330893182860180e-01
6.569523325822497100e+03,1.542179805308531992e-01
6.572371788928853675e+03,4.357667900837221275e-02
6.575220252035211161e+03,5.399880750044408484e-02
6.578068715141567736e+03,2.683902165447988805e-02
6.580917178247922493e+03,4.250067953420475636e-02
6.583765641354279978e+03,6.277433824713579691e-02
6.586614104460637463e+03,2.320894195069103660e-02
6.589462567566992220e+03,2.955792818937018340e-02
6.592311030673348796e+03,3.376828602900160126e-02
6.595159493779705372e+03,1.518336287529618855e-02
6.598007956886062857e+03,2.497810730269693635e-02
6.600856419992419433e+03,4.487473052405738239e-02
6.603704883098774189e+03,5.291936589678160330e-02
6.606553346205131675e+03,5.123937966756913348e-02
6.609401809311488250e+03,3.082366491871569442e-02
6.612250272417844826e+03,2.262611112258532814e-02
6.615098735524200492e+03,2.540314767617898525e-02
6.617947198630557068e+03,2.812091659996977799e-02
6.620795661736914553e+03,4.682318554112561981e-02
6.623644124843270220e+03,5.099048249871137445e-02
6.626492587949625886e+03,4.028912466651937696e-02
6.629341051055983371e+03,4.947785906760295699e-02
6.632189514162339947e+03,3.811227649998302769e-02
6.635037977268696523e+03,3.298581909722858585e-02
6.637886440375051279e+03,6.220669210361392393e-02
6.640734903481408764e+03,4.111234486039597180e-02
6.643583366587766250e+03,2.784770427860161490e-02
6.646431829694121916e+03,2.898539573802249095e-02
6.649280292800477582e+03,3.873357956138678837e-02
6.652128755906835067e+03,2.651465363641108963e-02
6.654977219013191643e+03,2.715891294017313759e-02
6.657825682119548219e+03,4.350053842129060488e-02
6.660674145225902976e+03,3.157694400701840237e-02
6.663522608332260461e+03,4.234015664919669325e-02
6.666371071438617946e+03,1.509305101202015539e-02
6.669219534544973612e+03,2.234384238424150584e-02
6.672067997651330188e+03,1.542127159759277763e-02
6.674916460757685854e+03,4.904726546894624950e-02
6.677764923864043340e+03,4.497070671814701326e-02
6.680613386970399915e+03,3.770103263703303981e-02
6.683461850076754672e+03,4.643962899175649306e-02
6.686310313183112157e+03,5.380371391133425413e-02
6.689158776289469643e+03,3.050659166905661870e-02
6.692007239395825309e+03,1.871913743409166567e-02
6.694855702502181884e+03,1.905138274440528606e-02
6.697704165608537551e+03,4.819195644187094368e-02
6.700552628714895036e+03,3.022931720840669675e-02
6.703401091821251612e+03,2.994450282938749056e-02
6.706249554927607278e+03,2.295691329323185786e-02
6.709098018033964763e+03,4.189814142391819901e-02
6.711946481140321339e+03,3.744599571150514922e-02
6.714794944246677005e+03,5.541049646218043634e-02
6.717643407353033581e+03,1.136502842569694083e-01
6.720491870459389247e+03,8.390298608274614212e-02
6.723340333565746732e+03,4.084405222648877787e-02
6.726188796672103308e+03,3.911644374487236592e-02
6.729037259778458974e+03,4.035917837700389588e-02
6.731885722884816460e+03,6.347720569478812469e-02
6.734734185991172126e+03,8.535353500852085884e-02
6.737582649097528702e+03,4.747438905834241996e-02
6.740431112203885277e+03,4.030514977816101324e-02
6.743279575310241853e+03,3.189575016868892443e-02
6.746128038416599338e+03,2.818221063015590583e-02
6.748976501522954095e+03,9.047710305202525186e-03
6.751824964629310671e+03,6.503712829077901852e-03
6.754673427735668156e+03,2.463553242391490483e-02
6.757521890842023822e+03,8.231143066570422578e-03
6.760370353948380398e+03,2.323838984401768032e-02
6.763218817054736064e+03,2.951055760015831170e-02
6.766067280161093549e+03,3.651142476449521779e-02
6.768915743267451035e+03,4.609729487220838584e-02
6.771764206373805791e+03,4.223111853751226885e-02
6.774612669480162367e+03,4.176469040103594765e-02
6.777461132586519852e+03,3.304248912778633140e-02
6.780309595692876428e+03,5.768439033017158657e-02
6.783158058799232094e+03,3.842933095608332128e-02
6.786006521905587761e+03,2.410793300624314642e-02
6.788854985011945246e+03,4.118863887985668715e-02
6.791703448118302731e+03,4.999914671334690364e-02
6.794551911224657488e+03,4.992223908161150941e-02
6.797400374331014064e+03,4.731982830981869281e-02
6.800248837437370639e+03,3.839023501225192342e-02
6.803097300543728124e+03,3.846628745355264861e-02
6.805945763650083791e+03,3.562219934890610562e-02
6.808794226756439457e+03,3.517604709071883717e-02
6.811642689862796942e+03,3.754529486404877686e-02
6.814491152969154427e+03,5.247647559572273662e-02
6.817339616075509184e+03,4.410843887396730806e-02
6.820188079181865760e+03,5.730322788436476023e-02
6.823036542288222336e+03,4.125161211909961212e-02
6.825885005394579821e+03,2.224905333093543658e-02
6.828733468500936397e+03,1.335275654787462969e-02
6.831581931607291153e+03,1.337518107435573499e-02
6.834430394713648639e+03,2.731512661688959009e-02
6.837278857820005214e+03,1.284785066212898810e-04
6.840127320926360881e+03,1.380900201223069033e-03
6.842975784032717456e+03,1.556545072433740060e-02
6.845824247139074032e+03,4.250681342720679518e-02
6.848672710245431517e+03,5.499838868817203547e-02
6.851521173351786274e+03,2.846278376857885178e-02
6.854369636458142850e+03,4.155060478907785654e-02
6.857218099564500335e+03,2.671682815387880008e-02
6.860066562670856911e+03,3.756686746830455170e-02
6.862915025777213486e+03,3.608013165279214118e-02
6.865763488883568243e+03,4.751777000308664983e-02
6.868611951989925728e+03,1.566412638738853488e-02
6.871460415096283214e+03,1.716511944592404720e-02
6.874308878202638880e+03,7.431026574235405184e-03
6.877157341308994546e+03,2.267916969973143501e-02
6.880005804415352031e+03,1.746518926009494460e-02
6.882854267521708607e+03,1.156123067436386730e-02
6.885702730628065183e+03,3.103131921177170599e-02
6.888551193734419940e+03,3.984657362643855005e-02
6.891399656840777425e+03,1.792761098355938679e-02
6.894248119947134910e+03,1.609753122875620321e-02
6.897096583053490576e+03,2.487843952158316774e-02
6.899945046159846243e+03,3.482057850172827485e-02
6.902793509266203728e+03,2.483599989326044227e-02
6.905641972372560303e+03,2.812840763745683495e-02
6.908490435478916879e+03,2.672976093479245696e-02
6.911338898585271636e+03,1.966555851999661486e-02
6.914187361691629121e+03,2.087830592943618058e-02
6.917035824797986606e+03,2.873363511090283248e-02
6.919884287904342273e+03,6.821215550161116581e-03
6.922732751010698848e+03,-3.699191728732802945e-03
6.925581214117054515e+03,3.752876445663877458e-02
6.928429677223412000e+03,-4.033983616456610251e-03
6.931278140329768576e+03,3.884485657268119184e-04
6.934126603436123332e+03,2.504855709279956225e-02
6.936975066542480818e+03,3.079593898918975975e-02
6.939823529648838303e+03,1.697764761028777020e-02
6.942671992755193969e+03,1.772859930557155184e-02
6.945520455861550545e+03,2.731556843087456013e-02
6.948368918967906211e+03,6.259477098211417567e-02
6.951217382074263696e+03,3.350370214933964808e-02
6.954065845180620272e+03,3.755643241188860032e-02
6.956914308286975938e+03,3.516014191484076457e-02
6.959762771393333423e+03,1.903979196259699899e-02
6.962611234499689090e+03,4.059667232561621486e-02
6.965459697606045665e+03,6.331290546003734421e-02
6.968308160712402241e+03,5.753664833738249273e-02
6.971156623818757907e+03,4.765001191641132783e-02
6.974005086925115393e+03,3.859974259951508280e-02
6.976853550031471059e+03,3.862351583290447171e-02
6.979702013137827635e+03,3.995448621727680505e-02
6.982550476244185120e+03,2.196909762733100999e-02
6.985398939350540786e+03,2.001476594837327608e-02
6.988247402456897362e+03,2.953457803486663272e-02
6.991095865563253028e+03,2.550546577270208087e-02
6.993944328669610513e+03,5.485110629108703312e-02
6.996792791775967999e+03,3.056402048665474158e-02
6.999641254882322755e+03,4.454640866273307243e-02
7.002489717988679331e+03,1.876925053960558365e-02
7.005338181095036816e+03,4.503290515913522390e-02
7.008186644201392483e+03,3.316957952312325070e-02
7.011035107307749058e+03,2.326356943632849894e-02
7.013883570414104724e+03,2.316754311778222025e-02
7.016732033520462210e+03,5.369146749028575610e-02
7.019580496626819695e+03,3.687505237213038745e-02
7.022428959733174452e+03,2.467955160648295856e-02
7.025277422839531027e+03,4.898812949478345558e-02
7.028125885945888513e+03,4.450985309381233490e-02
7.030974349052245088e+03,3.612552520717237509e-02
7.033822812158600755e+03,2.835749186392325441e-02
7.036671275264956421e+03,3.419443711226199251e-02
7.039519738371313906e+03,3.253155661202668247e-02
7.042368201477671391e+03,2.309297346459796008e-02
7.045216664584026148e+03,2.779442629235103282e-02
7.048065127690382724e+03,3.470295365834474149e-02
7.050913590796739300e+03,3.298864217239011465e-02
7.053762053903096785e+03,2.340260877387266916e-02
7.056610517009452451e+03,3.434326222495419356e-02
7.059458980115808117e+03,4.331286049898151053e-02
7.062307443222165602e+03,3.521801731538752589e-02
7.065155906328523088e+03,2.433906510775613735e-02
7.068004369434877844e+03,2.847830655596612567e-02
7.070852832541234420e+03,1.956839292709773581e-02
7.073701295647590996e+03,3.712742948987286101e-02
7.076549758753948481e+03,5.457525340036232381e-02
7.079398221860305057e+03,4.675405000769584235e-02
7.082246684966659814e+03,2.269014829258010971e-02
7.085095148073017299e+03,2.424539967458758105e-02
7.087943611179373875e+03,4.569164379271872106e-02
7.090792074285729541e+03,3.636181756552472888e-02
7.093640537392086117e+03,4.073470913171479968e-02
7.096489000498442692e+03,2.461365742216492167e-02
7.099337463604800178e+03,2.041219872453204146e-02
7.102185926711154934e+03,3.962909561661481783e-02
7.105034389817511510e+03,2.907379670143108580e-02
7.107882852923868995e+03,3.321204074068906387e-02
7.110731316030225571e+03,3.258460934592860569e-02
7.113579779136582147e+03,2.546755913124025203e-02
7.116428242242936903e+03,2.899335186489793506e-02
7.119276705349294389e+03,2.659149099578484582e-02
7.122125168455651874e+03,4.336021671323243842e-02
7.124973631562007540e+03,4.607166695074269708e-02
7.127822094668363206e+03,2.468927131564255598e-02
7.130670557774720692e+03,3.231611327463822930e-02
7.133519020881077267e+03,1.487947933723057260e-02
7.136367483987433843e+03,3.974472643914635228e-02
7.139215947093788600e+03,3.506670086765623084e-02
7.142064410200146085e+03,1.959587592486798993e-02
7.144912873306503570e+03,3.222928670215559344e-02
7.147761336412859237e+03,1.994517330277107564e-02
7.150609799519214903e+03,6.151500797647242030e-02
7.153458262625571479e+03,3.821689885164683553e-02
7.156306725731928964e+03,3.750086691388343496e-02
7.159155188838285540e+03,2.849737638331862818e-02
7.162003651944640296e+03,2.907153255251094387e-02
7.164852115050997782e+03,3.427967798193345267e-02
7.167700578157355267e+03,1.441942622086108371e-02
7.170549041263710933e+03,-7.531830450543443474e-03
7.173397504370067509e+03,3.877213160069999109e-02
7.176245967476423175e+03,2.962352050383531762e-02
7.179094430582780660e+03,2.961900360085690381e-02
7.181942893689137236e+03,3.418416321632142957e-02
7.184791356795491993e+03,2.429310698528845680e-02
7.187639819901849478e+03,2.923350506925495931e-02
7.190488283008206963e+03,1.761166694163320001e-02
7.193336746114562629e+03,2.220740699740260740e-02
7.196185209220919205e+03,3.968412385642614004e-02
7.199033672327274871e+03,3.444646515005296561e-02
7.201882135433632357e+03,3.305329599031620741e-02
7.204730598539988932e+03,2.606845136793422071e-02
7.207579061646344599e+03,4.461017087987668300e-02
7.210427524752702084e+03,2.339744771821953076e-02
7.213275987859057750e+03,4.750456376622186339e-02
7.216124450965414326e+03,2.176016559954131388e-02
7.218972914071770902e+03,3.748411464095652290e-02
7.221821377178126568e+03,1.282652306798261373e-02
7.224669840284484053e+03,2.253118317230081227e-02
7.227518303390839719e+03,6.057111027018917057e-03
7.230366766497196295e+03,1.377268333826502447e-02
7.233215229603553780e+03,3.621379684092645296e-02
7.236063692709909446e+03,2.987296415496036930e-02
7.238912155816266022e+03,2.501186373333563751e-02
7.241760618922621688e+03,2.895901114929124581e-02
7.244609082028979174e+03,3.730776686159140848e-02
7.247457545135336659e+03,5.166246810919042365e-02
7.250306008241691416e+03,2.466561312867690883e-02
7.253154471348047991e+03,4.623015597144822242e-02
7.256002934454405477e+03,5.318251950654984128e-02
7.258851397560761143e+03,2.393112877022477228e-02
7.261699860667117719e+03,1.197983424361950648e-02
7.264548323773473385e+03,2.849658730754677308e-02
7.267396786879830870e+03,1.685656899986280252e-02
7.270245249986188355e+03,3.123906702415669631e-02
7.273093713092543112e+03,5.313151842255845608e-02
7.275942176198899688e+03,4.518246519284355861e-02
7.278790639305256263e+03,3.648185956474041258e-02
7.281639102411613749e+03,1.113923296666380694e-02
7.284487565517969415e+03,2.867870597209995140e-02
7.287336028624325081e+03,-8.511788930139615669e-04
7.290184491730682566e+03,2.874302555206079482e-02
7.293032954837040052e+03,4.893359356644134267e-02
7.295881417943394808e+03,4.439132399403127038e-02
7.298729881049751384e+03,2.146919380141055697e-02
7.301578344156107960e+03,2.601463121829515265e-02
7.304426807262465445e+03,2.457888067221918396e-02
7.307275270368821111e+03,4.924067090590771023e-02
7.310123733475176778e+03,4.308594070623015387e-02
7.312972196581534263e+03,4.548119717346368884e-02
7.315820659687891748e+03,3.121969960542012729e-02
7.318669122794246505e+03,6.518145182532378290e-02
7.321517585900603081e+03,4.387825331248786098e-02
7.324366049006959656e+03,3.844752231244653179e-02
7.327214512113317141e+03,3.898764034641458848e-02
7.330062975219673717e+03,2.426104020481082216e-02
7.332911438326028474e+03,5.207322519916997988e-02
7.335759901432385959e+03,2.031149369777183675e-02
7.338608364538742535e+03,2.657235357487389496e-02
7.341456827645099111e+03,2.694973316394025376e-02
7.344305290751454777e+03,4.082290964013792628e-02
7.347153753857811353e+03,3.318736049436071117e-02
7.350002216964168838e+03,4.626733818234952250e-02
7.352850680070523595e+03,4.329187079614138511e-02
7.355699143176880170e+03,4.698702238285415445e-02
7.358547606283237656e+03,4.405871922066520452e-02
7.361396069389594231e+03,5.121795239389937554e-02
7.364244532495950807e+03,4.908739950548274972e-02
7.367092995602305564e+03,2.942896592335969216e-02
7.369941458708663049e+03,3.200053932405908658e-02
7.372789921815020534e+03,4.301860769182174610e-02
7.375638384921376201e+03,3.674588374872016228e-02
7.378486848027731867e+03,4.550679745215807648e-02
7.381335311134089352e+03,3.240312767750958001e-02
7.384183774240445928e+03,3.751880421914326191e-02
7.387032237346802503e+03,4.369462727242241773e-02
7.389880700453157260e+03,2.332409936390246463e-02
7.392729163559514745e+03,3.139995348540564751e-02
7.395577626665872231e+03,2.988161203397443622e-02
7.398426089772227897e+03,2.542709359285434678e-02
7.401274552878583563e+03,3.510134280988445876e-02
7.404123015984940139e+03,1.579433314136097916e-02
7.406971479091297624e+03,3.431194699800647202e-02
7.409819942197654200e+03,3.020838464393367506e-02
7.412668405304008957e+03,1.801564884531421315e-02
7.415516868410366442e+03,3.143945711878338295e-02
7.418365331516723927e+03,2.452961769435325901e-02
7.421213794623079593e+03,2.288180112150285314e-02
7.424062257729436169e+03,2.211247444768152035e-02
7.426910720835791835e+03,3.827312803555600607e-02
7.429759183942149321e+03,3.720481657533619702e-02
7.432607647048505896e+03,1.339954731905155898e-02
7.435456110154860653e+03,4.294509566191950095e-02
7.438304573261218138e+03,2.463354798866060694e-02
7.441153036367574714e+03,2.567318669702234324e-02
7.444001499473931290e+03,3.283361348680091663e-02
7.446849962580287865e+03,3.279833701903532572e-02
7.449698425686643532e+03,1.928677265173885103e-02
7.452546888793001017e+03,4.286432827861352129e-02
7.455395351899356683e+03,1.396968503758895877e-02
7.458243815005713259e+03,3.263162850664592246e-02
7.461092278112070744e+03,3.259349826847442871e-02
7.463940741218426410e+03,3.738768641868395193e-02
7.466789204324782986e+03,4.400941676267265679e-02
7.469637667431138652e+03,3.062075799271635895e-02
7.472486130537495228e+03,5.062127967617111035e-02
7.475334593643852713e+03,3.124091807877612398e-02
7.478183056750208380e+03,3.061148406099046398e-02
7.481031519856564955e+03,4.139791730308443884e-02
7.483879982962922440e+03,4.188594356938404178e-02
7.486728446069278107e+03,3.324689932458051861e-02
7.489576909175634682e+03,3.196744879186356331e-02
7.492425372281990349e+03,3.968324414008232021e-02
7.495273835388347834e+03,5.304060636834959791e-02
7.498122298494705319e+03,4.675016310354664084e-02
7.500970761601060076e+03,4.502197276876765408e-02
7.503819224707416652e+03,3.803175953126131104e-02
7.506667687813774137e+03,3.197066068526317750e-02
7.509516150920129803e+03,7.515005977491930056e-02
7.512364614026486379e+03,7.883767827198333300e-02
7.515213077132842045e+03,5.175446616177566128e-02
7.518061540239199530e+03,4.171967600891419298e-02
7.520910003345557016e+03,1.945894737454062148e-02
7.523758466451911772e+03,4.152531098603414600e-02
7.526606929558268348e+03,3.478291623641747987e-02
7.529455392664624924e+03,3.000636773427429668e-02
7.532303855770982409e+03,2.262024277723493834e-02
7.535152318877338075e+03,4.002047510868323582e-02
7.538000781983693741e+03,2.312748620362988644e-02
7.540849245090051227e+03,1.749476047670018783e-02
7.543697708196408712e+03,3.673730003674263722e-02
7.546546171302763469e+03,3.167548174799195149e-02
7.549394634409120044e+03,3.959223737814014654e-02
7.552243097515476620e+03,1.904484257430140090e-02
7.555091560621834105e+03,3.741523774967436128e-02
7.557940023728189772e+03,2.050847037535681941e-02
7.560788486834545438e+03,4.432021066364362494e-02
7.563636949940902923e+03,2.268421787208668369e-02
7.566485413047259499e+03,1.285400377093101620e-02
7.569333876153615165e+03,6.433243304548985630e-02
7.572182339259971741e+03,2.979056421550245817e-02
7.575030802366328317e+03,2.824127682283118432e-02
7.577879265472685802e+03,4.026627303606042374e-02
7.580727728579040559e+03,3.628024970530121379e-02
7.583576191685397134e+03,5.357971089579473961e-02
7.586424654791754620e+03,3.130296234405289396e-02
7.589273117898111195e+03,2.648011821185260878e-02
7.592121581004467771e+03,2.552582185389198205e-02
7.594970044110822528e+03,4.688317596437636958e-02
7.597818507217180013e+03,3.837383491080655074e-02
7.600666970323537498e+03,1.942304107420930043e-02
7.603515433429892255e+03,1.455626437040913150e-02
7.606363896536248831e+03,3.945860631316212147e-02
7.609212359642606316e+03,1.871292512331935304e-02
7.612060822748962892e+03,3.928737649486371136e-02
7.614909285855319467e+03,2.809619042555155585e-02
7.617757748961674224e+03,2.006856345887499810e-02
7.620606212068031709e+03,4.897533750065549002e-02
7.623454675174389195e+03,3.390387230050987549e-02
7.626303138280744861e+03,1.830738664621621783e-02
7.629151601387100527e+03,3.396587469344548166e-02
7.632000064493458012e+03,1.526369145155105807e-02
7.634848527599814588e+03,-7.467991737790737571e-03
7.637696990706171164e+03,1.904835654683040974e-02
7.640545453812525921e+03,4.415967671933197086e-02
7.643393916918883406e+03,3.832006356060629892e-02
7.646242380025240891e+03,2.687447674331154904e-02
7.649090843131596557e+03,3.464038423930367039e-02
7.651939306237952223e+03,2.398400038462569772e-02
7.654787769344308799e+03,4.867626944462665611e-02
7.657636232450666284e+03,5.108840090054234118e-02
7.660484695557022860e+03,2.931989458130778228e-02
7.663333158663377617e+03,4.334170836339489019e-02
7.666181621769735102e+03,2.508193742195923004e-02
7.669030084876092587e+03,1.336181358357283258e-02
7.671878547982448254e+03,3.655189103871167577e-02
7.674727011088804829e+03,4.277728593979419208e-02
7.677575474195160496e+03,2.506709352670666302e-02
7.680423937301517981e+03,3.092548054299500485e-02
7.683272400407874557e+03,2.546798546428964347e-02
7.686120863514229313e+03,1.865856625831479806e-02
7.688969326620586799e+03,1.396306255006469176e-02
7.691817789726943374e+03,2.136395711800111868e-02
7.694666252833299950e+03,3.988020929508247388e-03
7.697514715939656526e+03,3.766309375636013308e-04
7.700363179046012192e+03,1.050346755032256253e-02
7.703211642152369677e+03,1.528944549957912506e-02
7.706060105258725343e+03,2.472469422653450141e-03
7.708908568365081919e+03,2.607863864677492302e-02
7.711757031471439404e+03,1.906402474288841978e-02
7.714605494577795071e+03,1.799460720929662444e-02
7.717453957684151646e+03,4.543619824608115254e-02
7.720302420790507313e+03,2.924277303171601838e-02
7.723150883896863888e+03,1.350760160544725932e-02
7.725999347003221374e+03,4.619031522356512043e-02
7.728847810109577040e+03,2.013859569439551203e-02
7.731696273215933616e+03,2.783725412566190674e-02
7.734544736322291101e+03,3.134818617012728736e-02
7.737393199428646767e+03,2.687684707349892108e-02
7.740241662535003343e+03,9.838387431034682426e-03
7.743090125641359009e+03,2.079463937728891904e-02
7.745938588747716494e+03,4.659304577880644949e-02
7.748787051854073979e+03,3.280786611720012264e-02
7.751635514960428736e+03,5.131231310688254971e-02
7.754483978066785312e+03,1.277927728966351748e-02
7.757332441173141888e+03,2.005924866040550980e-02
7.760180904279498463e+03,-1.836229773610979950e-03
7.763029367385855039e+03,1.857910543623076532e-02
7.765877830492210705e+03,3.587405618637354299e-02
7.768726293598568191e+03,2.128090807994946834e-02
7.771574756704925676e+03,3.528345902426906905e-02
7.774423219811280433e+03,1.583193182184735454e-02
7.777271682917637008e+03,-4.660204374279274496e-03
7.780120146023993584e+03,2.561390751945805469e-02
7.782968609130351069e+03,2.148568324378261063e-02
7.785817072236706736e+03,3.994039655731245614e-02
7.788665535343062402e+03,1.683605234312695112e-02
7.791513998449419887e+03,2.879268329486056946e-02
7.794362461555777372e+03,3.775286785802370315e-02
7.797210924662132129e+03,-4.922241312168001461e-03
7.800059387768488705e+03,1.052144396233297384e-02
7.802907850874845280e+03,1.471375653926608809e-02
7.805756313981202766e+03,5.072979926409244833e-02
7.808604777087558432e+03,2.417174353668941067e-02
7.811453240193914098e+03,-1.841742602802982909e-02
7.814301703300271583e+03,1.960268402351638198e-02
7.817150166406628159e+03,-1.125265020537037294e-02
7.819998629512983825e+03,-3.380860238477807235e-03
7.822847092619340401e+03,1.705623227105461468e-03
7.825695555725696977e+03,-1.067240102710733524e-02
7.828544018832054462e+03,-2.235244085983835016e-03
7.831392481938409219e+03,2.698233932901530213e-02
7.834240945044765795e+03,1.264946771261597769e-02
7.837089408151123280e+03,7.411209309414639075e-03
7.839937871257479856e+03,1.465781834003274109e-02
7.842786334363836431e+03,4.264494180388939126e-02
7.845634797470191188e+03,1.178864816807412112e-02
7.848483260576548673e+03,3.734183049670441318e-02
7.851331723682906159e+03,7.985095566592892826e-04
7.854180186789260915e+03,1.794669765535284942e-02
7.857028649895617491e+03,3.314977577942470471e-02
7.859877113001974976e+03,3.907861147290743464e-02
7.862725576108331552e+03,1.330332999080634584e-02
7.865574039214688128e+03,2.227927967176270702e-02
7.868422502321042884e+03,-1.886331259554058356e-03
7.871270965427400370e+03,1.907400387843050278e-03
7.874119428533757855e+03,-1.718325204292177289e-03
7.876967891640113521e+03,2.754769440694515570e-02
7.879816354746469187e+03,1.729517632957570938e-02
7.882664817852825763e+03,4.506215624769447509e-02
7.885513280959183248e+03,2.276967345867563983e-02
7.888361744065539824e+03,2.313402050070099275e-02
7.891210207171894581e+03,4.774717298984930934e-03
7.894058670278252066e+03,1.064169286974067478e-02
7.896907133384609551e+03,1.985186600894313369e-02
7.899755596490965218e+03,3.973182266482037928e-02
7.902604059597320884e+03,4.596281114131937906e-02
7.905452522703677460e+03,2.045315050686771080e-02
7.908300985810034945e+03,3.836577179696880335e-02
7.911149448916391520e+03,3.569123878738445638e-02
7.913997912022746277e+03,1.439744880897219498e-02
7.916846375129103762e+03,2.112924374221616594e-02
7.919694838235461248e+03,2.319707668509448165e-03
7.922543301341816914e+03,9.066642153121046849e-03
7.925391764448173490e+03,2.959848495286782760e-02
7.928240227554529156e+03,3.177547349365356794e-02
7.931088690660886641e+03,1.106885051418383774e-02
7.933937153767243217e+03,1.629353580161229526e-02
7.936785616873597974e+03,4.670397540169372169e-02
7.939634079979955459e+03,1.900096231933098845e-02
7.942482543086312035e+03,2.997231522637534840e-02
7.945331006192668610e+03,3.263062697486697472e-02
7.948179469299025186e+03,2.718733431716344531e-02
7.951027932405380852e+03,2.979943108571263613e-02
7.953876395511738338e+03,4.609593738914409544e-02
7.956724858618094004e+03,3.102522901250644519e-02
7.959573321724450579e+03,6.439977399077800868e-02
7.962421784830808065e+03,5.905415138484301774e-02
7.965270247937163731e+03,3.632031700500781835e-02
7.968118711043520307e+03,7.933846086600642930e-03
7.970967174149875973e+03,3.793317830324075685e-02
7.973815637256232549e+03,2.047341421842473891e-02
7.976664100362590034e+03,2.110028564919268559e-02
7.979512563468945700e+03,1.925427983951308319e-02
7.982361026575302276e+03,3.033139393237408582e-02
7.985209489681659761e+03,1.245651056318777990e-02
7.988057952788015427e+03,-1.948243768426951683e-04
7.990906415894372003e+03,5.830032540543229717e-03
7.993754879000727669e+03,1.352672639702277163e-02
7.996603342107085155e+03,4.624805928398896537e-02
7.999451805213442640e+03,8.012986966453606100e-03
8.002300268319797397e+03,9.993551645017480223e-03
8.005148731426153972e+03,3.846660674040460609e-02
8.007997194532510548e+03,1.956953616455848338e-02
8.010845657638867124e+03,4.074776733058369654e-02
8.013694120745223699e+03,3.654278995679476755e-02
8.016542583851579366e+03,1.329073621775750044e-02
8.019391046957936851e+03,4.127745065557791165e-02
8.022239510064294336e+03,1.686885691021156736e-02
8.025087973170649093e+03,1.706290427527871328e-02
8.027936436277005669e+03,1.631719911017408264e-02
8.030784899383362244e+03,2.427077541645112496e-02
8.033633362489719730e+03,5.366763907111223031e-02
8.036481825596075396e+03,4.186484925106460919e-02
8.039330288702431062e+03,1.676262315816969342e-02
8.042178751808788547e+03,4.918446351823169138e-02
8.045027214915145123e+03,1.288867028560695613e-02
8.047875678021500789e+03,3.335087364151193001e-02
8.050724141127857365e+03,2.354804298689008521e-02
8.053572604234213941e+03,2.134504336664575300e-02
8.056421067340571426e+03,3.220823829004625799e-02
8.059269530446926183e+03,2.658099033461647567e-02
8.062117993553282759e+03,3.807177515830522524e-02
8.064966456659640244e+03,3.323764117868577977e-02
8.067814919765996819e+03,1.471103114276206721e-02
8.070663382872352486e+03,1.418899730167016981e-02
8.073511845978708152e+03,1.160815010242476943e-02
8.076360309085065637e+03,2.617824240491731583e-02
8.079208772191423122e+03,2.465455697682699190e-02
8.082057235297777879e+03,4.846062261556798728e-02
8.084905698404134455e+03,3.157945702567812457e-02
8.087754161510491940e+03,1.663333444459860408e-02
